,,,*,abiotic,abiotic,abiotic,abiotic,abiotic,abiotic,abiotic,abiotic,abiotic,abiotic,abiotic,abiotic,biotic,biotic,biotic,biotic,biotic,biotic,biotic,biotic,biotic,biotic,biotic,biotic,biotic,biotic,biotic,biotic,biotic,biotic,biotic,biotic,biotic,biotic,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,toxicity,toxicity
alkaloid,imidazole,w/,22395,22246,149,22392,3,22387,8,22320,75,22361,34,22378,17,22371,24,22388,7,22296,99,22370,25,22329,66,21370,1025,22368,27,22370,25,22347,48,22389,6,22395,0,20643,1752,20861,1534,19887,2508,22165,230,19105,3290,20805,1590,20728,1667,22215,180,20923,1472,21885,510,22241,154,20386,2009,18653,3742,21838,557,22392,3,22009,386,22389,6,20979,1416,21738,657,18537,3858
alkaloid,indole,w/o,411382,408452,2930,410951,431,409206,2176,410652,730,408366,3016,409126,2256,408827,2555,410944,438,405271,6111,410758,624,409555,1827,356822,54560,410463,919,407047,4335,410846,536,411089,293,411265,117,374672,36710,376117,35265,379196,32186,402558,8824,388513,22869,355253,56129,315188,96194,409345,2037,398666,12716,401137,10245,409569,1813,391717,19665,357253,54129,400480,10902,411314,68,401010,10372,410591,791,396919,14463,400250,11132,358218,53164
alkaloid,indole,w/,26792,26599,193,26711,81,26450,342,26722,70,26230,562,26712,80,26621,171,26710,82,25439,1353,26755,37,26641,151,24593,2199,26628,164,26546,246,26760,32,26136,656,26790,2,24888,1904,24691,2101,23388,3404,26469,323,25381,1411,24737,2055,24036,2756,26688,104,25643,1149,26399,393,26754,38,25396,1396,21921,4871,25735,1057,26790,2,26303,489,26761,31,25514,1278,26154,638,22652,4140
alkaloid,indolizidine,w/o,438032,434909,3123,437520,512,435514,2518,437232,800,434454,3578,435696,2336,435309,2723,437512,520,430570,7462,437371,661,436056,1976,381275,56757,436949,1083,433451,4581,437464,568,437083,949,437913,119,399424,38608,400679,37353,402468,35564,428892,9140,413766,24266,379866,58166,339084,98948,435893,2139,424194,13838,427396,10636,436181,1851,416971,21061,379067,58965,426076,11956,437962,70,427171,10861,437211,821,422295,15737,426263,11769,380763,57269
alkaloid,indolizidine,w/,142,142,0,142,0,142,0,142,0,142,0,142,0,139,3,142,0,140,2,142,0,140,2,140,2,142,0,142,0,142,0,142,0,142,0,136,6,129,13,116,26,135,7,128,14,124,18,140,2,140,2,115,27,140,2,142,0,142,0,107,35,139,3,142,0,142,0,141,1,138,4,141,1,107,35
alkaloid,isoquinoline,w/o,434561,431451,3110,434050,511,432048,2513,433764,797,430990,3571,432226,2335,431840,2721,434042,519,427118,7443,433906,655,432592,1969,377958,56603,433479,1082,429984,4577,433995,566,433615,946,434442,119,396299,38262,397420,37141,399577,34984,425497,9064,410432,24129,376647,57914,335898,98663,432459,2102,421093,13468,424018,10543,432716,1845,413705,20856,376491,58070,422800,11761,434491,70,423757,10804,433746,815,419091,15470,422848,11713,377775,56786
alkaloid,isoquinoline,w/,3613,3600,13,3612,1,3608,5,3610,3,3606,7,3612,1,3608,5,3612,1,3592,21,3607,6,3604,9,3457,156,3612,1,3609,4,3611,2,3610,3,3613,0,3261,352,3388,225,3007,606,3530,83,3462,151,3343,270,3326,287,3574,39,3216,397,3518,95,3607,6,3408,205,2683,930,3415,198,3613,0,3556,57,3606,7,3342,271,3556,57,3095,518
alkaloid,isoxazole,w/o,434450,431330,3120,433938,512,431933,2517,433652,798,430872,3578,432116,2334,431728,2722,433931,519,426993,7457,433824,626,432480,1970,377735,56715,433367,1083,429872,4578,433884,566,433501,949,434331,119,396456,37994,397442,37008,399191,35259,425349,9101,410445,24005,376598,57852,335691,98759,432374,2076,420864,13586,424388,10062,432606,1844,413526,20924,375923,58527,422699,11751,434380,70,423663,10787,433646,804,419159,15291,422752,11698,377778,56672
alkaloid,isoxazole,w/,3724,3721,3,3724,0,3723,1,3722,2,3724,0,3722,2,3720,4,3723,1,3717,7,3689,35,3716,8,3680,44,3724,0,3721,3,3722,2,3724,0,3724,0,3104,620,3366,358,3393,331,3678,46,3449,275,3392,332,3533,191,3659,65,3445,279,3148,576,3717,7,3587,137,3251,473,3516,208,3724,0,3650,74,3706,18,3274,450,3652,72,3092,632
alkaloid,muscarine,w/o,437993,434871,3122,437481,512,435475,2518,437193,800,434415,3578,435657,2336,435267,2726,437473,520,430529,7464,437332,661,436015,1978,381243,56750,436910,1083,433412,4581,437426,567,437044,949,437874,119,399390,38603,400629,37364,402405,35588,428846,9147,413714,24279,379810,58183,339046,98947,435852,2141,424131,13862,427359,10634,436143,1850,416976,21017,378995,58998,426076,11917,437923,70,427134,10859,437171,822,422279,15714,426228,11765,380725,57268
alkaloid,muscarine,w/,181,180,1,181,0,181,0,181,0,181,0,181,0,181,0,181,0,181,0,181,0,181,0,172,9,181,0,181,0,180,1,181,0,181,0,170,11,179,2,179,2,181,0,180,1,180,1,178,3,181,0,178,3,177,4,180,1,137,44,179,2,139,42,181,0,179,2,181,0,154,27,176,5,145,36
alkaloid,oxazole,w/o,435550,432445,3105,435038,512,433033,2517,434759,791,431972,3578,433216,2334,432826,2724,435031,519,428093,7457,434907,643,433580,1970,378869,56681,434467,1083,430973,4577,434986,564,434601,949,435431,119,397168,38382,398587,36963,400222,35328,426499,9051,411533,24017,377690,57860,336696,98854,433422,2128,421811,13739,424991,10559,433703,1847,414682,20868,377047,58503,423659,11891,435480,70,424757,10793,434728,822,420024,15526,423813,11737,378712,56838
alkaloid,oxazole,w/,2624,2606,18,2624,0,2623,1,2615,9,2624,0,2622,2,2622,2,2623,1,2617,7,2606,18,2616,8,2546,78,2624,0,2620,4,2620,4,2624,0,2624,0,2392,232,2221,403,2362,262,2528,96,2361,263,2300,324,2528,96,2611,13,2498,126,2545,79,2620,4,2431,193,2127,497,2556,68,2624,0,2556,68,2624,0,2409,215,2591,33,2158,466
alkaloid,phenylethylamine,w/o,437814,434694,3120,437302,512,435296,2518,437016,798,434239,3575,435480,2334,435090,2724,437295,519,430355,7459,437153,661,435839,1975,381090,56724,436731,1083,433233,4581,437247,567,436865,949,437695,119,399220,38594,400465,37349,402233,35581,428676,9138,413547,24267,379654,58160,338895,98919,435675,2139,423953,13861,427181,10633,435964,1850,416801,21013,378841,58973,425869,11945,437744,70,426963,10851,436992,822,422112,15702,426046,11768,380593,57221
alkaloid,phenylethylamine,w/,360,357,3,360,0,360,0,358,2,357,3,358,2,358,2,359,1,355,5,360,0,357,3,325,35,360,0,360,0,359,1,360,0,360,0,340,20,343,17,351,9,351,9,347,13,336,24,329,31,358,2,356,4,355,5,359,1,312,48,333,27,346,14,360,0,350,10,360,0,321,39,358,2,277,83
alkaloid,piperidine,w/o,425132,422038,3094,424621,511,422617,2515,424341,791,421558,3574,422807,2325,422422,2710,424616,516,417684,7448,424482,650,423158,1974,368588,56544,424052,1080,420559,4573,424573,559,424186,946,425013,119,387373,37759,388448,36684,390453,34679,416506,8626,401262,23870,367515,57617,327100,98032,423028,2104,411669,13463,415037,10095,423328,1804,405529,19603,367527,57605,414972,10160,425065,67,414884,10248,424316,816,412303,12829,413521,11611,369759,55373
alkaloid,piperidine,w/,13042,13013,29,13041,1,13039,3,13033,9,13038,4,13031,11,13026,16,13038,4,13026,16,13031,11,13038,4,12827,215,13039,3,13034,8,13033,9,13039,3,13042,0,12187,855,12360,682,12131,911,12521,521,12632,410,12475,567,12124,918,13005,37,12640,402,12499,543,12995,47,11584,1458,11647,1395,11243,1799,13039,3,12429,613,13036,6,10130,2912,12883,159,11111,1931
alkaloid,purine,w/o,427833,424788,3045,427323,510,425351,2482,427047,786,424313,3520,425507,2326,425115,2718,427316,517,420627,7206,427181,652,425868,1965,371506,56327,426762,1071,423308,4525,427279,554,426930,903,427716,117,389776,38057,390768,37065,393271,34562,418826,9007,403749,24084,369968,57865,329761,98072,425773,2060,415535,12298,417743,10090,426008,1825,407676,20157,370778,57055,416158,11675,427765,68,417320,10513,427019,814,412361,15472,416259,11574,372725,55108
alkaloid,purine,w/,10341,10263,78,10339,2,10305,36,10327,14,10283,58,10331,10,10333,8,10338,3,10083,258,10332,9,10328,13,9909,432,10329,12,10285,56,10327,14,10295,46,10339,2,9784,557,10040,301,9313,1028,10201,140,10145,196,10022,319,9463,878,10260,81,8774,1567,9793,548,10315,26,9437,904,8396,1945,10057,284,10339,2,9993,348,10333,8,10072,269,10145,196,8145,2196
alkaloid,putrescine,w/o,435500,432473,3027,435010,490,433136,2364,434708,792,432183,3317,433181,2319,432791,2709,435021,479,428291,7209,434841,659,433551,1949,379056,56444,434443,1057,430940,4560,434936,564,434597,903,435381,119,396955,38545,398192,37308,400018,35482,426358,9142,411261,24239,377427,58073,337099,98401,433374,2126,421660,13840,424888,10612,433658,1842,414498,21002,376807,58693,423591,11909,435430,70,424665,10835,434679,821,419769,15731,423828,11672,378675,56825
alkaloid,putrescine,w/,2674,2578,96,2652,22,2520,154,2666,8,2413,261,2657,17,2657,17,2633,41,2419,255,2672,2,2645,29,2359,315,2648,26,2653,21,2670,4,2628,46,2674,0,2605,69,2616,58,2566,108,2669,5,2633,41,2563,111,2125,549,2659,15,2649,25,2648,26,2665,9,2615,59,2367,307,2624,50,2674,0,2648,26,2673,1,2664,10,2576,98,2195,479
alkaloid,pyridine,w/o,412160,409211,2949,411650,510,409652,2508,411426,734,408616,3544,409868,2292,409459,2701,411652,508,404808,7352,411636,524,410241,1919,357683,54477,411097,1063,407614,4546,411703,457,411214,946,412043,117,375491,36669,377086,35074,379792,32368,403326,8834,389510,22650,356221,55939,314980,97180,410116,2044,399573,12587,402125,10035,410421,1739,393109,19051,357544,54616,401247,10913,412091,69,401687,10473,411344,816,398479,13681,400954,11206,359590,52570
alkaloid,pyridine,w/,26014,25840,174,26012,2,26004,10,25948,66,25980,34,25970,44,25989,25,26002,12,25902,112,25877,137,25955,59,23732,2282,25994,20,25979,35,25903,111,26011,3,26012,2,24069,1945,23722,2292,22792,3222,25701,313,24384,1630,23769,2245,24244,1770,25917,97,24736,1278,25411,603,25902,112,24004,2010,21630,4384,24968,1046,26013,1,25626,388,26008,6,23954,2060,25450,564,21280,4734
alkaloid,pyrrolidine,w/o,433181,430076,3105,432669,512,430663,2518,432387,794,429604,3577,430850,2331,430457,2724,432666,515,425723,7458,432542,639,431208,1973,376531,56650,432100,1081,428616,4565,432616,565,432233,948,433062,119,395055,38126,396218,36963,398073,35108,424285,8896,409118,24063,375284,57897,335329,97852,431053,2128,419764,13417,422640,10541,431358,1823,412418,20763,375007,58174,421450,11731,433112,69,422434,10747,432361,820,417808,15373,421491,11690,376571,56610
alkaloid,pyrrolidine,w/,4993,4975,18,4993,0,4993,0,4987,6,4992,1,4988,5,4991,2,4988,5,4987,6,4971,22,4988,5,4884,109,4991,2,4977,16,4990,3,4992,1,4993,0,4505,488,4590,403,4511,482,4742,251,4776,217,4706,287,3895,1098,4980,13,4545,448,4896,97,4965,28,4695,298,4167,826,4765,228,4992,1,4879,114,4991,2,4625,368,4913,80,4299,694
alkaloid,pyrrolizidine,w/o,437082,433960,3122,436570,512,434565,2517,436282,800,433504,3578,434746,2336,434432,2650,436568,514,429628,7454,436422,660,435125,1957,380354,56728,436005,1077,432502,4580,436514,568,436134,948,436964,118,398505,38577,399744,37338,401520,35562,427942,9140,412824,24258,378932,58150,338193,98889,434945,2137,423232,13850,426452,10630,435235,1847,416067,21015,378255,58827,425134,11948,437012,70,426224,10858,436262,820,421359,15723,425326,11756,380498,56584
alkaloid,pyrrolizidine,w/,1092,1091,1,1092,0,1091,1,1092,0,1092,0,1092,0,1016,76,1086,6,1082,10,1091,1,1071,21,1061,31,1086,6,1091,1,1092,0,1091,1,1091,1,1055,37,1064,28,1064,28,1085,7,1070,22,1058,34,1031,61,1088,4,1077,15,1084,8,1088,4,1046,46,919,173,1081,11,1092,0,1089,3,1090,2,1074,18,1078,14,372,720
alkaloid,quinazoline,w/o,433318,430198,3120,432806,512,430800,2518,432519,799,429740,3578,430983,2335,430594,2724,432798,520,425857,7461,432664,654,431346,1972,376635,56683,432235,1083,428745,4573,432755,563,432370,948,433199,119,395073,38245,396410,36908,398869,34449,424258,9060,409324,23994,375543,57775,334557,98761,431204,2114,419728,13590,422753,10565,431470,1848,412570,20748,375384,57934,421481,11837,433248,70,422507,10811,432497,821,417834,15484,421651,11667,377321,55997
alkaloid,quinazoline,w/,4856,4853,3,4856,0,4856,0,4855,1,4856,0,4855,1,4854,2,4856,0,4853,3,4849,7,4850,6,4780,76,4856,0,4848,8,4851,5,4855,1,4856,0,4487,369,4398,458,3715,1141,4769,87,4570,286,4447,409,4667,189,4829,27,4581,275,4783,73,4853,3,4543,313,3790,1066,4734,122,4856,0,4806,50,4855,1,4599,257,4753,103,3549,1307
alkaloid,quinoline,w/o,417088,413995,3093,416585,503,414574,2514,416317,771,413519,3569,414758,2330,414368,2720,416571,517,409664,7424,416444,644,415138,1950,361108,55980,416005,1083,412597,4491,416533,555,416140,948,416969,119,379497,37591,383736,33352,383105,33983,408121,8967,394181,22907,366646,50442,318991,98097,415121,1967,403930,13158,406929,10159,415353,1735,396832,20256,360737,56351,405644,11444,417021,67,406437,10651,416290,798,402011,15077,406081,11007,362657,54431
alkaloid,quinoline,w/,21086,21056,30,21077,9,21082,4,21057,29,21077,9,21080,6,21080,6,21083,3,21046,40,21069,17,21058,28,20307,779,21086,0,20996,90,21073,13,21085,1,21086,0,20063,1023,17072,4014,19479,1607,20906,180,19713,1373,13344,7742,20233,853,20912,174,20379,707,20607,479,20970,116,20281,805,18437,2649,20571,515,21083,3,20876,210,21062,24,20422,664,20323,763,18213,2873
alkaloid,quinolizidine,w/o,437862,434740,3122,437350,512,435345,2517,437063,799,434284,3578,435526,2336,435154,2708,437342,520,430410,7452,437201,661,435889,1973,381111,56751,436784,1078,433281,4581,437294,568,436913,949,437744,118,399292,38570,400514,37348,402305,35557,428727,9135,413597,24265,379697,58165,338933,98929,435724,2138,424036,13826,427227,10635,436011,1851,416814,21048,378946,58916,425917,11945,437792,70,427001,10861,437041,821,422135,15727,426099,11763,380624,57238
alkaloid,quinolizidine,w/,312,311,1,312,0,311,1,311,1,312,0,312,0,294,18,312,0,300,12,312,0,307,5,304,8,307,5,312,0,312,0,312,0,311,1,268,44,294,18,279,33,300,12,297,15,293,19,291,21,309,3,273,39,309,3,312,0,299,13,228,84,298,14,312,0,312,0,311,1,298,14,305,7,246,66
alkaloid,spermidine,w/o,435267,432254,3013,434774,493,432882,2385,434473,794,431995,3272,432945,2322,432554,2713,434751,516,428054,7213,434607,660,433325,1942,378748,56519,434207,1060,430704,4563,434708,559,434355,912,435148,119,396758,38509,397979,37288,399845,35422,426133,9134,411038,24229,377205,58062,336948,98319,433153,2114,421452,13815,424661,10606,433424,1843,414289,20978,376699,58568,423381,11886,435197,70,424471,10796,434446,821,419539,15728,423568,11699,378481,56786
alkaloid,spermidine,w/,2907,2797,110,2888,19,2774,133,2901,6,2601,306,2893,14,2894,13,2903,4,2656,251,2906,1,2871,36,2667,240,2884,23,2889,18,2898,9,2870,37,2907,0,2802,105,2829,78,2739,168,2894,13,2856,51,2785,122,2276,631,2880,27,2857,50,2875,32,2899,8,2824,83,2475,432,2834,73,2907,0,2842,65,2906,1,2894,13,2836,71,2389,518
alkaloid,spermine,w/o,435441,432380,3061,434941,500,433034,2407,434647,794,432094,3347,433111,2330,432720,2721,434925,516,428160,7281,434782,659,433487,1954,378875,56566,434376,1065,430866,4575,434885,556,434521,920,435322,119,396929,38512,398139,37302,400085,35356,426305,9136,411194,24247,377365,58076,337007,98434,433311,2130,421631,13810,424827,10614,433599,1842,414476,20965,377036,58405,423546,11895,435371,70,424635,10806,434619,822,419720,15721,423736,11705,378702,56739
alkaloid,spermine,w/,2733,2671,62,2721,12,2622,111,2727,6,2502,231,2727,6,2728,5,2729,4,2550,183,2731,2,2709,24,2540,193,2715,18,2727,6,2721,12,2704,29,2733,0,2631,102,2669,64,2499,234,2722,11,2700,33,2625,108,2217,516,2722,11,2678,55,2709,24,2724,9,2637,96,2138,595,2669,64,2733,0,2678,55,2733,0,2713,20,2668,65,2168,565
alkaloid,thiazole,w/o,423603,420510,3093,423093,510,421089,2514,422815,788,420034,3569,421276,2327,420890,2713,423085,518,416185,7418,422980,623,421640,1963,367332,56271,422556,1047,419056,4547,423043,560,422656,947,423484,119,386721,36882,387828,35775,389627,33976,415116,8487,400584,23019,366998,56605,325780,97823,421671,1932,410468,13135,413266,10337,421787,1816,403109,20494,368066,55537,413077,10526,423535,68,413094,10509,422786,817,408518,15085,412069,11534,368941,54662
alkaloid,thiazole,w/,14571,14541,30,14569,2,14567,4,14559,12,14562,9,14562,9,14558,13,14569,2,14525,46,14533,38,14556,15,14083,488,14535,36,14537,34,14563,8,14569,2,14571,0,12839,1732,12980,1591,12957,1614,13911,660,13310,1261,12992,1579,13444,1127,14362,209,13841,730,14270,301,14536,35,14004,567,11108,3463,13138,1433,14569,2,14219,352,14566,5,13915,656,14335,236,11929,2642
alkaloid,tropane,w/o,437556,434434,3122,437044,512,435042,2514,436756,800,433982,3574,435221,2335,434844,2712,437036,520,430107,7449,436895,661,435584,1972,380833,56723,436475,1081,432976,4580,436989,567,436610,946,437437,119,398959,38597,400205,37351,401987,35569,428418,9138,413286,24270,379388,58168,338647,98909,435416,2140,423712,13844,426926,10630,435706,1850,416558,20998,378597,58959,425735,11821,437486,70,426707,10849,436735,821,421912,15644,425795,11761,380380,57176
alkaloid,tropane,w/,618,617,1,618,0,614,4,618,0,614,4,617,1,604,14,618,0,603,15,618,0,612,6,582,36,616,2,617,1,617,1,615,3,618,0,601,17,603,15,597,21,609,9,608,10,602,16,577,41,617,1,597,21,610,8,617,1,555,63,577,41,480,138,618,0,606,12,617,1,521,97,609,9,490,128
lactones,lactones/strigolactones,w/o,422501,419454,3047,421991,510,420045,2456,421733,768,418988,3513,420183,2318,419944,2557,422036,465,415622,6879,421884,617,420641,1860,366470,56031,421437,1064,421511,990,421942,559,421604,897,422386,115,385586,36915,386274,36227,388369,34132,413536,8965,399194,23307,365437,57064,324711,97790,420608,1893,409054,13447,412153,10348,420697,1804,401978,20523,366654,55847,410743,11758,422432,69,412226,10275,421709,792,407106,15395,410976,11525,366941,55560
lactones,lactones/strigolactones,w/,15673,15597,76,15671,2,15611,62,15641,32,15608,65,15655,18,15504,169,15618,55,15088,585,15629,44,15555,118,14945,728,15654,19,12082,3591,15664,9,15621,52,15669,4,13974,1699,14534,1139,14215,1458,15491,182,14700,973,14553,1120,14513,1160,15425,248,15255,418,15383,290,15626,47,15135,538,12520,3153,15472,201,15672,1,15087,586,15643,30,15327,346,15428,245,13929,1744
phenolic compound,acetophenone,w/o,435289,432176,3113,434777,512,432772,2517,434495,794,431714,3575,432959,2330,432577,2712,434794,495,427845,7444,434634,655,433317,1972,378699,56590,434208,1081,430723,4566,434731,558,434341,948,435170,119,397054,38235,398430,36859,399911,35378,426193,9096,411398,23891,377560,57729,337035,98254,433155,2134,421515,13774,424688,10601,433446,1843,414370,20919,376680,58609,423400,11889,435219,70,424468,10821,434468,821,419651,15638,423562,11727,378337,56952
phenolic compound,acetophenone,w/,2885,2875,10,2885,0,2884,1,2879,6,2882,3,2879,6,2871,14,2860,25,2865,20,2879,6,2879,6,2716,169,2883,2,2870,15,2875,10,2884,1,2885,0,2506,379,2378,507,2673,212,2834,51,2496,389,2430,455,2189,696,2878,7,2794,91,2848,37,2877,8,2743,142,2494,391,2815,70,2885,0,2845,40,2884,1,2782,103,2842,43,2533,352
phenolic compound,anthraquinone,w/o,431250,428155,3095,430739,511,428734,2516,430463,787,427686,3564,428928,2322,428557,2693,430732,518,423842,7408,430599,651,429329,1921,376044,55206,430168,1082,426684,4566,430695,555,430306,944,431131,119,393299,37951,394781,36469,396506,34744,422305,8945,407414,23836,373847,57403,333431,97819,429130,2120,417573,13677,420697,10553,429431,1819,410312,20938,373600,57650,419370,11880,431181,69,420463,10787,430468,782,415658,15592,419675,11575,375345,55905
