;;;*;abiotic;abiotic;abiotic;abiotic;abiotic;abiotic;abiotic;abiotic;abiotic;abiotic;abiotic;abiotic;biotic;biotic;biotic;biotic;biotic;biotic;biotic;biotic;biotic;biotic;biotic;biotic;biotic;biotic;biotic;biotic;biotic;biotic;biotic;biotic;biotic;biotic;pharmaco;pharmaco;pharmaco;pharmaco;pharmaco;pharmaco;pharmaco;pharmaco;pharmaco;pharmaco;pharmaco;pharmaco;pharmaco;pharmaco;pharmaco;pharmaco;pharmaco;pharmaco;pharmaco;pharmaco;pharmaco;pharmaco;pharmaco;pharmaco;pharmaco;pharmaco;pharmaco;pharmaco;pharmaco;pharmaco;pharmaco;pharmaco;pharmaco;pharmaco;pharmaco;pharmaco;pharmaco;pharmaco;toxicity;toxicity
abiotic;ph stress/ph tolerance/ph resistance/ph impact/ph change;w/;799;794;5;798;1;799;0;0;799;787;12;797;2;798;1;799;0;793;6;799;0;799;0;685;114;799;0;795;4;799;0;799;0;799;0;792;7;776;23;788;11;797;2;792;7;763;36;749;50;799;0;798;1;799;0;799;0;798;1;765;34;796;3;799;0;799;0;799;0;799;0;795;4;781;18
abiotic;salt stress/salinity stress/salt tolerance/salinity tolerance/salt resistance/salinity resistance/salt impact/salinity impact/salt change/salinity change;w/o;436235;433190;3045;435725;510;433923;2312;435448;787;436235;0;433949;2286;433478;2757;435340;895;429125;7110;435580;655;434254;1981;379947;56288;435138;1097;431659;4576;435672;563;435294;941;436116;119;397684;38551;398322;37913;400596;35639;427095;9140;411972;24263;377563;58672;337785;98450;434089;2146;422287;13948;425865;10370;434390;1845;415312;20923;376855;59380;424232;12003;436164;71;425348;10887;435423;812;420724;15511;424453;11782;379023;57212
abiotic;salt stress/salinity stress/salt tolerance/salinity tolerance/salt resistance/salinity resistance/salt impact/salinity impact/salt change/salinity change;w/;3595;3492;103;3582;13;3379;216;3583;12;0;3595;3542;53;3591;4;3595;0;3227;368;3594;1;3572;23;2900;695;3591;4;3580;15;3594;1;3588;7;3594;1;3580;15;3543;52;3581;14;3593;2;3560;35;3511;84;2537;1058;3593;2;3591;4;3595;0;3593;2;3588;7;3573;22;3594;1;3595;0;3594;1;3595;0;3593;2;3580;15;3462;133
abiotic;uv stress/light stress/uv tolerance/light tolerance/uv resistance/light resistance/uv impact/light impact/uv change/light change/irradiance;w/o;437491;434406;3085;436973;518;435000;2491;436694;797;433949;3542;437491;0;434742;2749;436596;895;430051;7440;436835;656;435492;1999;381510;55981;436393;1098;432900;4591;436928;563;436546;945;437371;120;398929;38562;399537;37954;401842;35649;428349;9142;413197;24294;378749;58742;338281;99210;435343;2148;423539;13952;427121;10370;435645;1846;416566;20925;378105;59386;425487;12004;437420;71;426604;10887;436679;812;421981;15510;425699;11792;380175;57316
abiotic;uv stress/light stress/uv tolerance/light tolerance/uv resistance/light resistance/uv impact/light impact/uv change/light change/irradiance;w/;2339;2276;63;2334;5;2302;37;2337;2;2286;53;0;2339;2327;12;2339;0;2301;38;2339;0;2334;5;1337;1002;2336;3;2339;0;2338;1;2336;3;2339;0;2335;4;2328;11;2335;4;2339;0;2335;4;2325;14;2041;298;2339;0;2339;0;2339;0;2338;1;2334;5;2323;16;2339;0;2339;0;2338;1;2339;0;2336;3;2334;5;2310;29
biotic;antifeedant/phytophagous/herbivory/feeding deterrents;w/o;437069;433924;3145;436546;523;434567;2502;436271;798;433478;3591;434742;2327;437069;0;436214;855;429631;7438;436415;654;435083;1986;380178;56891;436001;1068;432478;4591;436506;563;436122;947;436961;108;398517;38552;399131;37938;401429;35640;427931;9138;412823;24246;378371;58698;337633;99436;434930;2139;423131;13938;426699;10370;435226;1843;416139;20930;377704;59365;425065;12004;436998;71;426181;10888;436258;811;421560;15509;425314;11755;379881;57188
biotic;antifeedant/phytophagous/herbivory/feeding deterrents;w/;2761;2758;3;2761;0;2735;26;2760;1;2757;4;2749;12;0;2761;2721;40;2721;40;2759;2;2743;18;2669;92;2728;33;2761;0;2760;1;2760;1;2749;12;2747;14;2734;27;2748;13;2757;4;2709;52;2703;58;2689;72;2752;9;2747;14;2761;0;2757;4;2761;0;2724;37;2761;0;2761;0;2761;0;2760;1;2757;4;2719;42;2604;157
biotic;attractant;w/o;438935;435787;3148;438412;523;436407;2528;438136;799;435340;3595;436596;2339;436214;2721;438935;0;431458;7477;438279;656;436933;2002;381988;56947;437875;1060;434349;4586;438372;563;437987;948;438815;120;400378;38557;400973;37962;403285;35650;429794;9141;414645;24290;380192;58743;339440;99495;436787;2148;424985;13950;428567;10368;437088;1847;418007;20928;379540;59395;426932;12003;438864;71;428049;10886;438123;812;423423;15512;427147;11788;381607;57328
biotic;attractant;w/;895;895;0;895;0;895;0;895;0;895;0;895;0;855;40;0;895;894;1;895;0;893;2;859;36;854;41;890;5;894;1;895;0;895;0;886;9;892;3;892;3;894;1;887;8;882;13;882;13;895;0;893;2;893;2;895;0;893;2;888;7;894;1;895;0;893;2;895;0;894;1;886;9;878;17
biotic;germination;w/o;432352;429294;3058;431852;500;429995;2357;431559;793;429125;3227;430051;2301;429631;2721;431458;894;432352;0;431796;556;430839;1513;376025;56327;431335;1017;427783;4569;431788;564;431473;879;432247;105;393830;38522;394513;37839;396744;35608;423238;9114;408626;23726;373859;58493;334038;98314;430206;2146;418411;13941;421984;10368;430511;1841;411440;20912;373057;59295;420350;12002;432281;71;421472;10880;431544;808;416848;15504;420581;11771;375446;56906
biotic;germination;w/;7478;7388;90;7455;23;7307;171;7472;6;7110;368;7440;38;7438;40;7477;1;0;7478;7378;100;6987;491;6822;656;7394;84;7456;22;7478;0;7409;69;7463;15;7434;44;7352;126;7433;45;7450;28;6906;572;7215;263;6284;1194;7476;2;7467;11;7476;2;7472;6;7460;18;7371;107;7476;2;7478;0;7470;8;7474;4;7469;9;7452;26;7039;439
biotic;herbicidal;w/o;439174;436026;3148;438651;523;436647;2527;438375;799;435580;3594;436835;2339;436415;2759;438279;895;431796;7378;439174;0;437268;1906;382219;56955;438073;1101;434584;4590;438610;564;438227;947;439055;119;400619;38555;401237;37937;403535;35639;430035;9139;414935;24239;380441;58733;339691;99483;437031;2143;425232;13942;428805;10369;437329;1845;418245;20929;379787;59387;427170;12004;439103;71;428287;10887;438363;811;423669;15505;427378;11796;381870;57304
biotic;herbicidal;w/;656;656;0;656;0;655;1;656;0;655;1;656;0;654;2;656;0;556;100;0;656;558;98;628;28;656;0;655;1;656;0;655;1;655;1;645;11;628;28;642;14;653;3;597;59;633;23;631;25;651;5;646;10;655;1;654;2;655;1;641;15;656;0;656;0;655;1;655;1;648;8;655;1;615;41
biotic;phytotoxicity;w/o;437826;434682;3144;437327;499;435307;2519;437027;799;434254;3572;435492;2334;435083;2743;436933;893;430839;6987;437268;558;437826;0;381160;56666;436726;1100;433237;4589;437262;564;436884;942;437706;120;399283;38543;399937;37889;402186;35640;428690;9136;413645;24181;379180;58646;338764;99062;435678;2148;423884;13942;427459;10367;435984;1842;416897;20929;378534;59292;425824;12002;437755;71;426939;10887;437020;806;422319;15507;426034;11792;381266;56560
biotic;phytotoxicity;w/;2004;2000;4;1980;24;1995;9;2004;0;1981;23;1999;5;1986;18;2002;2;1513;491;1906;98;0;2004;1687;317;2003;1;2002;2;2004;0;1998;6;2004;0;1981;23;1928;76;1991;13;1998;6;1887;117;1894;110;1558;446;2004;0;1994;10;2001;3;1999;5;2003;1;1894;110;2002;2;2004;0;2003;1;1998;6;1998;6;1999;5;1219;785
biotic;pigment/colour;w/o;382847;380061;2786;382401;446;380813;2034;382162;685;379947;2900;381510;1337;380178;2669;381988;859;376025;6822;382219;628;381160;1687;382847;0;381976;871;378423;4424;382291;556;381922;925;382753;94;344849;37998;345646;37201;347581;35266;373817;9030;358851;23996;325065;57782;293819;89028;380722;2125;368979;13868;372544;10303;381041;1806;362190;20657;324069;58778;370949;11898;382778;69;372115;10732;382047;800;367415;15432;371247;11600;327166;55681
biotic;pigment/colour;w/;56983;56621;362;56906;77;56489;494;56869;114;56288;695;55981;1002;56891;92;56947;36;56327;656;56955;28;56666;317;0;56983;56753;230;56816;167;56975;8;56960;23;56957;26;56415;568;56219;764;56596;387;56871;112;56681;302;56009;974;46503;10480;56960;23;56899;84;56916;67;56942;41;56710;273;56359;624;56877;106;56981;2;56827;156;56971;12;56902;81;56786;197;55319;1664
biotic;pollination;w/o;438729;435593;3136;438206;523;436214;2515;437930;799;435138;3591;436393;2336;436001;2728;437875;854;431335;7394;438073;656;436726;2003;381976;56753;438729;0;434139;4590;438165;564;437783;946;438623;106;400165;38564;400770;37959;403080;35649;429588;9141;414435;24294;379978;58751;339280;99449;436581;2148;424778;13951;428361;10368;436882;1847;417800;20929;379329;59400;426725;12004;438658;71;427841;10888;437917;812;423216;15513;426935;11794;381423;57306
biotic;pollination;w/;1101;1089;12;1101;0;1088;13;1101;0;1097;4;1098;3;1068;33;1060;41;1017;84;1101;0;1100;1;871;230;0;1101;1100;1;1101;0;1099;2;1087;14;1099;2;1095;6;1097;4;1100;1;1097;4;1096;5;1042;59;1101;0;1100;1;1099;2;1101;0;1100;1;1099;2;1101;0;1101;0;1101;0;1101;0;1101;0;1098;3;1062;39
biotic;quorum sensing;w/o;435239;432104;3135;434718;521;432714;2525;434444;795;431659;3580;432900;2339;432478;2761;434349;890;427783;7456;434584;655;433237;2002;378423;56816;434139;1100;435239;0;434675;564;434295;944;435120;119;396704;38535;397717;37522;399606;35633;426102;9137;411070;24169;377024;58215;335824;99415;433091;2148;421299;13940;424875;10364;433409;1830;414319;20920;375990;59249;423237;12002;435168;71;424354;10885;434427;812;419730;15509;423504;11735;377995;57244
biotic;quorum sensing;w/;4591;4578;13;4589;2;4588;3;4587;4;4576;15;4591;0;4591;0;4586;5;4569;22;4590;1;4589;2;4424;167;4590;1;0;4591;4591;0;4587;4;4590;1;4560;31;4148;443;4571;20;4586;5;4462;129;4050;541;4498;93;4591;0;4579;12;4585;6;4574;17;4581;10;4438;153;4589;2;4591;0;4588;3;4591;0;4587;4;4529;62;4490;101
biotic;repulsive;w/o;439266;436119;3147;438743;523;436738;2528;438467;799;435672;3594;436928;2338;436506;2760;438372;894;431788;7478;438610;656;437262;2004;382291;56975;438165;1101;434675;4591;439266;0;438318;948;439147;119;400700;38566;401304;37962;403618;35648;430124;9142;414970;24296;380513;58753;339762;99504;437118;2148;425314;13952;428896;10370;437419;1847;418336;20930;379868;59398;427264;12002;439195;71;428378;10888;438454;812;423754;15512;427470;11796;381928;57338
biotic;repulsive;w/;564;563;1;564;0;564;0;564;0;563;1;563;1;563;1;563;1;564;0;564;0;564;0;556;8;564;0;564;0;0;564;564;0;563;1;564;0;561;3;559;5;564;0;562;2;561;3;560;4;564;0;564;0;564;0;564;0;564;0;560;4;562;2;564;0;564;0;564;0;563;1;563;1;557;7
biotic;root respiration/branching factors/root formation;w/o;438882;435737;3145;438359;523;436363;2519;438083;799;435294;3588;436546;2336;436122;2760;437987;895;431473;7409;438227;655;436884;1998;381922;56960;437783;1099;434295;4587;438318;564;438882;0;438762;120;400319;38563;400922;37960;403232;35650;429741;9141;414587;24295;380132;58750;339415;99467;436734;2148;424932;13950;428512;10370;437035;1847;417952;20930;379483;59399;426878;12004;438811;71;427994;10888;438071;811;423371;15511;427099;11783;381542;57340
biotic;root respiration/branching factors/root formation;w/;948;945;3;948;0;939;9;948;0;941;7;945;3;947;1;948;0;879;69;947;1;942;6;925;23;946;2;944;4;948;0;0;948;948;0;945;3;943;5;945;3;947;1;945;3;942;6;907;41;948;0;946;2;948;0;948;0;948;0;945;3;948;0;948;0;948;0;947;1;946;2;934;14;943;5
biotic;seed dispersal;w/o;439710;436563;3147;439187;523;437183;2527;438911;799;436116;3594;437371;2339;436961;2749;438815;895;432247;7463;439055;655;437706;2004;382753;56957;438623;1087;435120;4590;439147;563;438762;948;439710;0;401144;38566;401745;37965;404057;35653;430568;9142;415414;24296;380955;58755;340206;99504;437562;2148;425758;13952;429340;10370;437863;1847;418780;20930;380309;59401;427706;12004;439639;71;428822;10888;438898;812;424197;15513;427914;11796;382366;57344
biotic;seed dispersal;w/;120;119;1;120;0;119;1;120;0;119;1;120;0;108;12;120;0;105;15;119;1;120;0;94;26;106;14;119;1;119;1;120;0;0;120;120;0;120;0;120;0;120;0;118;2;119;1;116;4;120;0;120;0;120;0;120;0;120;0;119;1;120;0;120;0;120;0;120;0;120;0;119;1;119;1
pharmaco;anti-inflammatory;w/o;401264;398162;3102;400742;522;398741;2523;400472;792;397684;3580;398929;2335;398517;2747;400378;886;393830;7434;400619;645;399283;1981;344849;56415;400165;1099;396704;4560;400700;564;400319;945;401144;120;401264;0;365437;35827;368852;32412;393164;8100;377967;23297;344882;56382;312152;89112;399234;2030;388377;12887;393447;7817;399562;1702;381834;19430;345327;55937;390017;11247;401231;33;391221;10043;400680;584;389311;11953;390507;10757;346956;54308
pharmaco;anti-inflammatory;w/;38566;38520;46;38565;1;38561;5;38559;7;38551;15;38562;4;38552;14;38557;9;38522;44;38555;11;38543;23;37998;568;38564;2;38535;31;38566;0;38563;3;38566;0;0;38566;36428;2138;35325;3241;37524;1042;37565;1001;36192;2374;28170;10396;38448;118;37501;1065;36013;2553;38421;145;37066;1500;35101;3465;37809;757;38528;38;37721;845;38338;228;35006;3560;37526;1040;35529;3037
pharmaco;antibacterial;w/o;401865;398760;3105;401349;516;399346;2519;401089;776;398322;3543;399537;2328;399131;2734;400973;892;394513;7352;401237;628;399937;1928;345646;56219;400770;1095;397717;4148;401304;561;400922;943;401745;120;365437;36428;401865;0;367908;33957;393260;8605;385186;16679;358384;43481;308402;93463;399928;1937;389101;12764;391649;10216;400194;1671;381149;20716;346639;55226;389960;11905;401802;63;391068;10797;401117;748;386912;14953;391432;10433;346702;55163
pharmaco;antibacterial;w/;37965;37922;43;37958;7;37956;9;37942;23;37913;52;37954;11;37938;27;37962;3;37839;126;37937;28;37889;76;37201;764;37959;6;37522;443;37962;3;37960;5;37965;0;35827;2138;0;37965;36269;1696;37428;537;30346;7619;22690;15275;31920;6045;37754;211;36777;1188;37811;154;37789;176;37751;214;33789;4176;37866;99;37957;8;37874;91;37901;64;37405;560;36601;1364;35783;2182
pharmaco;anticancer/anti-tumour/anti-apoptotic/anti-angiogenic;w/o;404177;401057;3120;403655;522;401653;2524;403389;788;400596;3581;401842;2335;401429;2748;403285;892;396744;7433;403535;642;402186;1991;347581;56596;403080;1097;399606;4571;403618;559;403232;945;404057;120;368852;35325;367908;36269;404177;0;395532;8645;380750;23427;347131;57046;309729;94448;402124;2053;391096;13081;393993;10184;402357;1820;383749;20428;355603;48574;392393;11784;404114;63;393486;10691;403417;760;389002;15175;393163;11014;350743;53434
pharmaco;anticancer/anti-tumour/anti-apoptotic/anti-angiogenic;w/;35653;35625;28;35652;1;35649;4;35642;11;35639;14;35649;4;35640;13;35650;3;35608;45;35639;14;35640;13;35266;387;35649;4;35633;20;35648;5;35650;3;35653;0;32412;3241;33957;1696;0;35653;35156;497;34782;871;33943;1710;30593;5060;35558;95;34782;871;35467;186;35626;27;35151;502;24825;10828;35433;220;35645;8;35456;197;35601;52;35315;338;34870;783;31742;3911
pharmaco;antidiabetic;w/o;430688;427542;3146;430165;523;428160;2528;429891;797;427095;3593;428349;2339;427931;2757;429794;894;423238;7450;430035;653;428690;1998;373817;56871;429588;1100;426102;4586;430124;564;429741;947;430568;120;393164;37524;393260;37428;395532;35156;430688;0;406740;23948;372530;58158;334114;96574;428574;2114;416961;13727;420409;10279;428865;1823;410385;20303;371802;58886;418835;11853;430625;63;420566;10122;429907;781;415635;15053;419079;11609;374206;56482
pharmaco;antidiabetic;w/;9142;9140;2;9142;0;9142;0;9140;2;9140;2;9142;0;9138;4;9141;1;9114;28;9139;3;9136;6;9030;112;9141;1;9137;5;9142;0;9141;1;9142;0;8100;1042;8605;537;8645;497;0;9142;8792;350;8544;598;6208;2934;9108;34;8917;225;9051;91;9118;24;8515;627;8626;516;8991;151;9134;8;8376;766;9111;31;8682;460;8954;188;8279;863
pharmaco;antifungal;w/o;415532;412406;3126;415016;516;413019;2513;414740;792;411972;3560;413197;2335;412823;2709;414645;887;408626;6906;414935;597;413645;1887;358851;56681;414435;1097;411070;4462;414970;562;414587;945;415414;118;377967;37565;385186;30346;380750;34782;406740;8792;415532;0;364827;50705;318493;97039;413609;1923;402418;13114;405267;10265;413763;1769;394795;20737;358265;57267;403584;11948;415462;70;404709;10823;414747;785;400477;15055;404092;11440;359938;55594
pharmaco;antifungal;w/;24298;24276;22;24291;7;24283;15;24291;7;24263;35;24294;4;24246;52;24290;8;23726;572;24239;59;24181;117;23996;302;24294;4;24169;129;24296;2;24295;3;24296;2;23297;1001;16679;7619;23427;871;23948;350;0;24298;16247;8051;21829;2469;24073;225;23460;838;24193;105;24220;78;24105;193;22163;2135;24242;56;24297;1;24233;65;24271;27;23840;458;23941;357;22547;1751
pharmaco;antimicrobial;w/o;381074;377991;3083;380628;446;378566;2508;380311;763;377563;3511;378749;2325;378371;2703;380192;882;373859;7215;380441;633;379180;1894;325065;56009;379978;1096;377024;4050;380513;561;380132;942;380955;119;344882;36192;358384;22690;347131;33943;372530;8544;364827;16247;381074;0;288544;92530;379192;1882;368137;12937;371061;10013;379502;1572;360473;20601;325418;55656;369196;11878;381017;57;370324;10750;380331;743;366206;14868;371104;9970;326158;54916
pharmaco;antimicrobial;w/;58756;58691;65;58679;77;58736;20;58720;36;58672;84;58742;14;58698;58;58743;13;58493;263;58733;23;58646;110;57782;974;58751;5;58215;541;58753;3;58750;6;58755;1;56382;2374;43481;15275;57046;1710;58158;598;50705;8051;0;58756;51778;6978;58490;266;57741;1015;58399;357;58481;275;58427;329;55010;3746;58630;126;58742;14;58618;138;58687;69;58111;645;56929;1827;56327;2429
pharmaco;antioxidant;w/o;340322;337734;2588;339913;409;338638;1684;339573;749;337785;2537;338281;2041;337633;2689;339440;882;334038;6284;339691;631;338764;1558;293819;46503;339280;1042;335824;4498;339762;560;339415;907;340206;116;312152;28170;308402;31920;309729;30593;334114;6208;318493;21829;288544;51778;340322;0;338309;2013;327472;12850;330542;9780;338638;1684;322451;17871;288315;52007;330218;10104;340273;49;330858;9464;339687;635;325948;14374;329873;10449;290469;49853
pharmaco;antioxidant;w/;99508;98948;560;99394;114;98664;844;99458;50;98450;1058;99210;298;99436;72;99495;13;98314;1194;99483;25;99062;446;89028;10480;99449;59;99415;93;99504;4;99467;41;99504;4;89112;10396;93463;6045;94448;5060;96574;2934;97039;2469;92530;6978;0;99508;99373;135;98406;1102;98918;590;99345;163;96449;3059;92113;7395;97608;1900;99486;22;98084;1424;99331;177;98369;1139;98160;1348;92016;7492
pharmaco;antiparasitic;w/o;437682;434535;3147;437159;523;435154;2528;436883;799;434089;3593;435343;2339;434930;2752;436787;895;430206;7476;437031;651;435678;2004;380722;56960;436581;1101;433091;4591;437118;564;436734;948;437562;120;399234;38448;399928;37754;402124;35558;428574;9108;413609;24073;379192;58490;338309;99373;437682;0;423847;13835;427321;10361;435836;1846;416778;20904;378686;58996;425687;11995;437611;71;426802;10880;436875;807;422219;15463;425918;11764;380630;57052
pharmaco;antiparasitic;w/;2148;2147;1;2148;0;2148;0;2148;0;2146;2;2148;0;2139;9;2148;0;2146;2;2143;5;2148;0;2125;23;2148;0;2148;0;2148;0;2148;0;2148;0;2030;118;1937;211;2053;95;2114;34;1923;225;1882;266;2013;135;0;2148;2031;117;2139;9;2147;1;2122;26;1742;406;2139;9;2148;0;2140;8;2143;5;2098;50;2115;33;1855;293
